id_art;id_adress;id_categorie;DateVente;prixVenteUt;quantiteVent;montantVent
86;28;4;30-11-2012;496;1;496
86;28;4;18-09-2014;500;3;1500
86;13;4;20-05-2013;500;3;1500
86;28;4;29-07-2013;500;1;500
86;5;4;03-05-2013;498;1;498
86;22;4;24-12-2013;500;3;1500
86;4;4;04-01-2013;500;1;500
87;14;4;10-01-2012;500;1;500
87;11;4;29-06-2014;498;3;1494
87;25;4;24-04-2014;502;1;502
87;23;4;17-10-2012;499;1;499
87;29;4;27-03-2013;500;1;500
87;32;4;14-08-2014;498;2;996
87;15;4;17-09-2013;502;1;502
87;26;4;08-05-2014;498;4;1992
87;18;4;07-06-2012;500;2;1000
87;12;4;30-12-2013;499;2;998
87;21;4;19-07-2014;499;4;1996
87;27;4;23-09-2012;495;1;495
87;3;4;14-10-2012;498;1;498
87;13;4;18-11-2014;496;2;992
87;22;4;24-12-2014;495;2;990
88;30;4;31-12-2012;445;1;445
88;14;4;26-02-2012;449;1;449
88;12;4;18-04-2012;451;1;451
89;32;4;11-12-2012;698;1;698
89;21;4;12-10-2014;696;1;696
90;5;4;20-10-2014;702;4;2808
90;8;4;11-02-2013;701;2;1402
90;25;4;12-07-2014;700;2;1400
91;33;4;08-11-2014;1846;1;1846
91;28;4;02-05-2012;1846;1;1846
91;18;4;21-10-2012;1851;1;1851
91;22;4;21-05-2014;1848;1;1848
91;2;4;26-10-2014;1851;1;1851
92;22;4;01-08-2012;1402;1;1402
92;17;4;13-10-2012;1396;1;1396
92;6;4;16-06-2013;1397;1;1397
92;14;4;07-03-2014;1395;1;1395
92;30;4;02-05-2012;1398;1;1398
92;23;4;14-10-2014;1401;1;1401
93;12;4;24-05-2013;396;1;396
93;18;4;26-10-2013;398;1;398
93;16;4;30-05-2014;399;1;399
93;11;4;24-07-2013;395;1;395
93;21;4;23-10-2012;401;1;401
94;2;4;11-11-2014;399;1;399
94;32;4;28-10-2012;402;0;0
94;14;4;23-07-2014;401;0;0
94;10;4;06-03-2013;395;1;395
95;6;4;18-08-2013;402;41;16482
95;18;4;29-09-2013;396;22;8712
95;28;4;11-03-2014;398;19;7562
95;4;4;23-03-2012;400;46;18400
95;2;4;12-10-2013;395;1;395
95;29;4;09-01-2013;401;22;8822
95;4;4;03-08-2014;400;49;19600
96;17;4;16-11-2014;402;1;402
96;27;4;11-02-2013;401;1;401
96;2;4;17-06-2012;402;1;402
96;31;4;01-01-2013;401;1;401
96;29;4;02-10-2013;395;1;395
96;33;4;13-02-2013;397;1;397
97;30;4;30-07-2013;448;27;12096
97;13;4;20-02-2012;447;28;12516
97;18;4;21-09-2012;450;20;9000
97;29;4;08-07-2013;445;15;6675
98;3;4;26-03-2014;899;9;8091
98;16;4;26-07-2012;899;2;1798
98;25;4;09-05-2013;895;6;5370
98;20;4;15-09-2013;896;3;2688
98;20;4;18-08-2013;895;1;895
99;22;4;18-06-2013;899;1;899
99;13;4;04-07-2012;898;1;898
99;32;4;16-11-2012;895;1;895
99;10;4;10-09-2012;900;1;900
99;21;4;12-03-2013;899;1;899
99;25;4;21-06-2013;897;1;897
100;16;4;23-09-2013;345;1;345
100;4;4;29-05-2014;351;1;351
101;22;1;26-08-2014;396;3;1188
101;6;1;25-04-2012;402;3;1206
101;17;1;11-04-2014;396;2;792
101;29;1;14-09-2013;401;4;1604
101;18;1;15-08-2014;398;4;1592
101;15;1;25-12-2013;400;3;1200
102;13;4;08-10-2014;402;23;9246
102;30;4;30-05-2014;402;5;2010
102;12;4;19-06-2012;402;53;21306
102;10;4;06-10-2013;400;16;6400
102;26;4;04-03-2012;396;11;4356
102;17;4;26-10-2014;398;19;7562
102;27;4;25-11-2012;400;54;21600
102;13;4;24-11-2013;400;25;10000
103;20;4;31-05-2013;401;1;401
103;19;4;02-09-2014;396;4;1584
103;2;4;22-05-2014;400;1;400
103;27;4;24-07-2014;402;1;402
103;11;4;12-02-2012;402;2;804
104;16;4;28-06-2013;395;1;395
104;11;4;08-01-2012;399;1;399
104;24;4;30-03-2012;396;1;396
104;1;4;30-10-2013;397;1;397
104;19;4;02-08-2012;397;1;397
104;6;4;19-10-2014;399;1;399
104;11;4;28-03-2013;399;1;399
104;23;4;08-08-2012;399;1;399
104;13;4;08-10-2013;401;1;401
104;23;4;09-10-2013;395;1;395
105;25;4;10-07-2012;551;1;551
105;24;4;23-07-2012;546;1;546
105;2;4;01-10-2014;551;1;551
105;31;4;15-10-2014;550;1;550
105;32;4;29-07-2013;551;1;551
105;9;4;12-04-2012;548;1;548
105;18;4;05-11-2012;550;1;550
105;12;4;03-03-2014;549;1;549
106;4;4;06-02-2012;350;1;350
106;26;4;11-09-2014;345;1;345
106;31;4;15-12-2013;345;1;345
106;8;4;23-07-2014;345;1;345
106;27;4;22-08-2012;351;1;351
106;28;4;01-12-2014;345;1;345
106;22;4;21-01-2013;349;1;349
106;24;4;07-08-2013;345;1;345
106;14;4;30-09-2014;352;1;352
106;6;4;12-09-2012;352;1;352
107;1;4;11-08-2012;1096;1;1096
107;5;4;09-03-2012;1101;1;1101
107;17;4;17-03-2014;1098;1;1098
107;27;4;01-12-2012;1101;1;1101
107;6;4;05-02-2013;1099;1;1099
107;19;4;10-02-2012;1096;1;1096
107;14;4;26-08-2013;1102;1;1102
108;12;4;09-11-2012;898;1;898
108;18;4;17-05-2014;902;1;902
108;6;4;23-10-2012;900;1;900
108;14;4;05-04-2013;900;1;900
108;17;4;01-08-2013;899;1;899
108;28;4;01-02-2014;898;1;898
108;21;4;30-12-2012;901;1;901
108;31;4;23-09-2014;899;1;899
108;17;4;30-03-2014;902;1;902
108;21;4;04-02-2013;900;1;900
108;18;4;28-12-2012;902;1;902
108;28;4;15-05-2012;900;1;900
108;5;4;27-11-2014;900;1;900
108;23;4;01-02-2012;895;1;895
108;21;4;03-01-2014;901;1;901
109;32;4;06-10-2012;346;6;2076
109;26;4;14-02-2012;349;6;2094
109;3;4;16-03-2012;345;3;1035
110;17;4;27-07-2012;252;1;252
110;15;4;27-03-2012;250;1;250
110;22;4;16-07-2014;245;1;245
110;19;4;02-10-2014;250;1;250
110;3;4;11-10-2012;252;1;252
110;11;4;21-10-2012;251;1;251
111;2;3;07-01-2013;99;2;198
111;18;3;22-06-2012;95;2;190
111;30;3;01-04-2013;102;1;102
111;15;3;11-02-2013;100;1;100
111;28;3;28-08-2012;102;2;204
112;27;9;02-01-2014;1297;3;3891
112;8;9;08-04-2012;1299;2;2598
112;6;9;03-10-2013;1296;4;5184
112;31;9;17-01-2014;1297;2;2594
112;2;9;30-07-2014;1298;5;6490
112;25;9;08-04-2013;1298;6;7788
113;32;9;11-01-2014;1000;1;1000
113;28;9;02-09-2014;1000;2;2000
113;17;9;10-04-2013;998;3;2994
113;19;9;19-09-2014;997;1;997
113;24;9;05-07-2012;997;2;1994
114;3;9;31-10-2013;1296;4;5184
114;20;9;13-04-2014;1296;5;6480
114;19;9;25-06-2014;1297;3;3891
114;5;9;21-07-2012;1298;5;6490
115;26;9;21-10-2012;601;3;1803
115;15;9;10-09-2014;595;6;3570
115;24;9;09-05-2013;602;2;1204
115;9;9;05-01-2012;596;2;1192
115;27;9;21-10-2013;596;3;1788
115;24;9;07-12-2012;598;6;3588
115;29;9;24-03-2012;599;3;1797
115;8;9;16-02-2013;595;5;2975
115;32;9;05-01-2013;598;4;2392
116;6;8;24-08-2014;1897;1;1897
116;23;8;30-10-2012;1895;3;5685
116;11;8;14-09-2013;1900;3;5700
116;24;8;31-01-2014;1898;1;1898
116;22;8;29-04-2014;1896;1;1896
116;17;8;06-07-2012;1896;2;3792
116;29;8;09-07-2014;1895;1;1895
117;11;9;27-01-2012;852;3;2556
117;2;9;17-04-2012;848;6;5088
117;2;9;06-06-2014;849;4;3396
117;11;9;26-02-2013;849;5;4245
117;7;9;17-12-2012;846;2;1692
117;24;9;08-05-2013;846;1;846
118;22;9;07-06-2012;1195;2;2390
118;18;9;17-06-2012;1200;2;2400
118;21;9;26-02-2014;1202;1;1202
118;19;9;29-11-2013;1201;1;1201
118;21;9;09-01-2013;1199;2;2398
118;12;9;29-09-2013;1198;1;1198
118;21;9;09-08-2012;1195;2;2390
119;23;4;01-10-2012;849;1;849
119;15;4;09-02-2012;845;1;845
119;29;4;30-04-2013;847;1;847
119;14;4;10-05-2012;851;1;851
119;20;4;10-04-2013;849;1;849
119;17;4;26-06-2012;846;1;846
119;8;4;06-09-2012;846;1;846
119;23;4;25-08-2013;848;1;848
119;18;4;23-01-2012;850;1;850
119;22;4;03-03-2013;851;1;851
120;11;4;22-03-2012;1100;1;1100
120;14;4;16-04-2013;1100;1;1100
120;32;4;08-01-2013;1101;1;1101
120;17;4;18-02-2014;1099;1;1099
121;25;4;13-10-2013;1095;1;1095
121;10;4;23-12-2013;1098;1;1098
121;8;4;21-09-2013;1100;1;1100
121;26;4;07-04-2012;1097;1;1097
121;9;4;20-10-2013;1096;1;1096
121;21;4;01-01-1980;1098;1;1098
121;24;4;21-01-2013;1096;1;1096
121;24;4;14-05-2012;1101;1;1101
121;21;4;25-11-2013;1095;1;1095
121;16;4;14-06-2014;1096;1;1096
121;33;4;01-06-2014;1098;1;1098
122;5;4;09-09-2012;850;1;850
122;18;4;19-02-2013;851;1;851
122;5;4;09-11-2013;852;1;852
122;20;4;12-08-2013;845;1;845
122;26;4;07-02-2013;851;1;851
122;13;4;26-11-2014;845;1;845
123;5;4;11-05-2014;847;5;4235
123;13;4;28-05-2014;845;6;5070
123;2;4;01-07-2014;851;9;7659
123;16;4;19-02-2014;850;6;5100
124;23;;03-09-2013;502;7;3514
124;10;;17-12-2012;499;6;2994
124;11;;09-01-2012;501;2;1002
124;17;;18-03-2013;500;7;3500
124;24;;16-02-2012;495;6;2970
125;3;3;07-07-2012;2196;2;4392
125;23;3;12-02-2012;2198;2;4396
125;4;3;15-07-2012;2195;2;4390
125;33;3;09-02-2013;2202;1;2202
125;3;3;21-07-2012;2200;2;4400
125;8;3;21-03-2014;2199;1;2199
126;20;3;17-11-2014;2602;24;62448
126;28;3;27-03-2013;2601;20;52020
126;3;3;05-10-2012;2598;29;75342
126;12;3;09-07-2012;2600;15;39000
126;8;3;22-12-2013;2602;10;26020
126;4;3;13-09-2012;2597;23;59731
126;18;3;16-06-2012;2599;32;83168
127;6;3;18-03-2012;2700;3;8100
127;10;3;01-01-1980;2700;3;8100
127;19;3;02-08-2013;2701;1;2701
127;16;3;17-08-2012;2698;1;2698
128;28;3;14-03-2013;2699;4;10796
128;17;3;14-02-2012;2697;1;2697
128;23;3;27-07-2013;2698;1;2698
129;11;3;12-02-2013;2699;4;10796
129;30;3;22-10-2014;2695;1;2695
129;13;3;08-03-2012;2702;4;10808
129;26;3;21-12-2012;2701;2;5402
129;10;3;14-04-2013;2695;4;10780
130;3;3;18-10-2014;1199;3;3597
130;23;3;04-09-2014;1195;4;4780
130;25;3;25-10-2012;1199;4;4796
130;27;3;31-01-2014;1195;3;3585
130;9;3;02-11-2014;1198;1;1198
130;17;3;18-04-2013;1199;1;1199
130;8;3;20-06-2014;1198;3;3594
130;15;3;16-12-2013;1197;1;1197
131;30;3;20-08-2013;997;2;1994
131;20;3;14-04-2014;997;2;1994
131;27;3;06-02-2013;1000;1;1000
131;2;3;31-03-2014;996;2;1992
131;18;3;01-01-1980;999;4;3996
131;21;3;24-06-2014;995;4;3980
132;15;3;09-01-2012;997;3;2991
132;19;3;30-06-2012;996;1;996
132;12;3;03-07-2012;998;1;998
132;10;3;01-01-1980;996;3;2988
132;4;3;30-04-2012;995;2;1990
132;29;3;12-12-2013;999;3;2997
132;27;3;26-06-2012;996;1;996
133;19;3;16-08-2014;1098;2;2196
133;26;3;23-06-2013;1102;2;2204
133;21;3;21-09-2013;1096;1;1096
133;2;3;04-03-2014;1102;2;2204
133;2;3;22-08-2013;1097;1;1097
133;11;3;17-04-2012;1098;2;2196
133;14;3;10-10-2012;1099;1;1099
133;32;3;18-07-2013;1100;1;1100
133;10;3;14-04-2013;1095;2;2190
133;31;3;30-07-2014;1100;3;3300
134;4;3;21-01-2013;1298;3;3894
134;1;3;12-02-2014;1295;3;3885
134;17;3;22-04-2014;1301;1;1301
134;12;3;01-01-1980;1296;4;5184
134;10;3;26-05-2014;1302;1;1302
134;13;3;13-03-2014;1300;2;2600
134;4;3;25-04-2012;1298;4;5192
134;27;3;16-08-2013;1299;3;3897
134;18;3;07-06-2014;1302;2;2604
134;5;3;25-01-2012;1299;4;5196
134;16;3;15-02-2014;1302;2;2604
134;16;3;02-10-2012;1299;4;5196
135;6;3;10-02-2013;1602;1;1602
135;29;3;01-01-1980;1600;4;6400
135;22;3;27-09-2013;1595;2;3190
135;30;3;20-09-2013;1598;2;3196
135;5;3;16-12-2014;1599;1;1599
135;8;3;17-10-2013;1598;3;4794
135;22;3;16-05-2014;1602;4;6408
135;23;3;12-12-2013;1600;4;6400
135;27;3;26-02-2014;1599;1;1599
136;23;3;28-01-2012;1952;3;5856
136;20;3;11-05-2013;1946;4;7784
136;9;3;16-06-2013;1949;2;3898
136;30;3;25-12-2012;1948;1;1948
136;4;3;07-04-2014;1945;3;5835
136;18;3;02-06-2013;1947;4;7788
136;32;3;02-12-2013;1952;4;7808
136;5;3;14-08-2012;1947;1;1947
136;33;3;20-08-2013;1946;4;7784
136;18;3;01-04-2014;1949;4;7796
137;27;3;24-01-2014;1951;2;3902
137;3;3;12-01-2014;1945;1;1945
138;26;3;05-11-2012;1696;2;3392
138;6;3;24-03-2013;1700;2;3400
138;27;3;26-11-2012;1702;3;5106
138;32;3;28-04-2012;1702;1;1702
138;9;3;02-10-2014;1695;1;1695
138;6;3;20-04-2012;1699;4;6796
138;12;3;24-09-2012;1695;4;6780
139;21;3;06-05-2014;1695;3;5085
139;1;3;23-04-2014;1701;3;5103
139;11;3;17-04-2012;1700;3;5100
139;27;3;11-04-2012;1695;1;1695
139;26;3;07-08-2012;1699;3;5097
139;6;3;30-10-2013;1695;1;1695
139;13;3;09-09-2014;1700;2;3400
139;32;3;29-12-2012;1700;1;1700
139;18;3;07-05-2013;1699;4;6796
139;10;3;07-01-2012;1696;4;6784
139;16;3;02-07-2013;1702;4;6808
139;14;3;07-08-2014;1698;3;5094
139;23;3;27-12-2012;1702;1;1702
140;33;3;07-03-2014;1695;3;5085
140;30;3;02-10-2014;1702;2;3404
140;2;3;07-05-2013;1696;4;6784
140;17;3;05-07-2013;1695;3;5085
140;27;3;26-01-2013;1702;4;6808
140;3;3;08-11-2014;1701;4;6804
140;20;3;17-04-2014;1696;2;3392
140;31;3;17-02-2012;1696;1;1696
140;15;3;19-05-2012;1698;3;5094
140;25;3;11-11-2012;1698;2;3396
140;28;3;16-11-2014;1701;3;5103
140;20;3;17-02-2012;1702;1;1702
140;16;3;27-07-2012;1699;4;6796
140;6;3;22-06-2014;1696;2;3392
140;23;3;23-01-2013;1697;1;1697
140;13;3;04-10-2013;1695;1;1695
140;23;3;04-09-2014;1696;1;1696
140;13;3;28-06-2014;1700;2;3400
141;6;3;25-11-2013;1701;2;3402
141;27;3;01-08-2013;1701;4;6804
141;11;3;28-06-2013;1701;3;5103
141;5;3;14-07-2013;1697;4;6788
141;17;3;12-06-2014;1698;3;5094
141;3;3;04-01-2012;1702;2;3404
141;19;3;14-05-2013;1698;4;6792
141;30;3;17-09-2012;1702;3;5106
141;31;3;28-01-2013;1695;2;3390
141;9;3;25-12-2013;1697;1;1697
141;30;3;26-05-2012;1698;2;3396
141;31;3;31-05-2013;1700;4;6800
141;30;3;25-09-2014;1698;3;5094
141;27;3;30-12-2014;1696;2;3392
141;5;3;15-10-2012;1695;2;3390
142;25;3;19-10-2012;1700;4;6800
142;8;3;01-01-1980;1699;3;5097
142;20;3;02-01-2013;1697;3;5091
142;16;3;25-05-2012;1698;1;1698
142;23;3;12-02-2014;1698;3;5094
142;24;3;03-11-2013;1695;1;1695
142;32;3;26-01-2012;1700;2;3400
142;16;3;04-04-2014;1697;1;1697
143;26;3;05-12-2012;1702;3;5106
143;33;3;06-08-2013;1698;3;5094
143;26;3;06-11-2014;1701;3;5103
143;28;3;02-08-2012;1700;4;6800
143;19;3;09-09-2013;1696;4;6784
144;21;3;15-12-2014;1702;2;3404
144;26;3;22-06-2014;1695;4;6780
144;4;3;31-01-2013;1698;2;3396
144;26;3;10-07-2012;1696;3;5088
144;2;3;25-02-2013;1700;1;1700
144;32;3;22-01-2012;1699;2;3398
144;11;3;20-11-2014;1702;1;1702
144;6;3;29-04-2013;1701;3;5103
144;6;3;26-06-2014;1698;3;5094
145;33;3;18-08-2013;696;4;2784
145;18;3;24-07-2014;701;1;701
145;24;3;31-01-2014;702;3;2106
145;31;3;26-06-2013;698;1;698
145;27;3;14-02-2012;695;3;2085
145;30;3;16-03-2013;700;2;1400
145;29;3;31-05-2014;695;4;2780
145;1;3;18-07-2012;699;2;1398
145;16;3;01-03-2014;700;1;700
146;14;3;19-10-2013;699;4;2796
146;31;3;11-05-2013;697;2;1394
146;25;3;20-03-2012;695;4;2780
146;27;3;21-07-2013;702;2;1404
146;31;3;15-01-2013;697;3;2091
147;11;3;13-10-2012;700;4;2800
147;20;3;17-03-2014;696;2;1392
147;14;3;27-12-2014;701;4;2804
147;2;3;19-05-2013;697;2;1394
147;6;3;14-02-2012;701;4;2804
148;14;3;01-01-1980;700;1;700
148;9;3;10-11-2013;698;2;1396
148;13;3;20-12-2012;699;2;1398
148;1;3;25-05-2014;696;3;2088
149;30;3;24-06-2012;698;2;1396
149;10;3;31-03-2012;699;3;2097
149;26;3;06-07-2012;700;3;2100
150;23;3;04-01-2013;698;4;2792
150;33;3;19-01-2014;698;4;2792
150;27;3;24-01-2014;699;3;2097
150;29;3;06-05-2013;697;3;2091
150;16;3;17-08-2012;695;1;695
150;15;3;15-02-2013;697;3;2091
150;31;3;31-10-2013;702;2;1404
150;2;3;18-07-2012;698;2;1396
150;3;3;18-05-2013;700;3;2100
150;22;3;29-06-2012;696;1;696
150;16;3;03-12-2013;696;2;1392
151;24;3;07-02-2013;1601;1;1601
151;17;3;04-12-2012;1596;2;3192
151;24;3;24-07-2014;1597;3;4791
151;32;3;14-05-2014;1602;1;1602
151;16;3;04-03-2014;1602;4;6408
152;23;3;21-03-2013;745;4;2980
152;10;3;12-04-2013;746;2;1492
152;8;3;25-12-2014;748;2;1496
152;14;3;10-12-2012;752;1;752
152;6;3;25-01-2014;748;3;2244
152;17;3;16-08-2012;750;4;3000
152;5;3;21-10-2014;747;3;2241
152;10;3;19-01-2012;745;2;1490
152;15;3;05-01-2012;751;1;751
152;19;3;29-01-2014;752;2;1504
152;27;3;30-09-2013;745;4;2980
152;24;3;30-07-2014;745;4;2980
152;1;3;20-01-2013;745;3;2235
152;1;3;15-12-2012;748;2;1496
153;27;3;11-01-2012;1499;3;4497
153;10;3;14-01-2013;1497;3;4491
153;11;3;11-11-2012;1497;1;1497
153;21;3;22-02-2012;1497;2;2994
153;27;3;26-05-2013;1496;3;4488
153;31;3;27-03-2014;1497;3;4491
153;1;3;18-12-2012;1502;3;4506
153;26;3;15-08-2013;1500;2;3000
153;21;3;12-11-2013;1501;3;4503
154;15;3;01-08-2014;1696;3;5088
154;2;3;23-12-2014;1697;1;1697
154;16;3;10-10-2012;1701;1;1701
154;1;3;15-12-2014;1697;2;3394
154;29;3;25-04-2012;1699;3;5097
154;26;3;10-05-2012;1695;1;1695
154;12;3;04-03-2014;1700;2;3400
154;11;3;01-01-1980;1700;3;5100
155;3;3;13-06-2013;947;2;1894
155;33;3;14-04-2012;945;2;1890
155;33;3;18-07-2014;948;3;2844
155;18;3;09-04-2013;947;2;1894
155;17;3;09-09-2013;946;1;946
155;29;3;12-08-2012;951;1;951
156;20;3;02-04-2012;948;2;1896
156;33;3;06-05-2013;945;4;3780
157;16;3;08-11-2014;800;2;1600
157;2;3;16-08-2013;795;4;3180
157;32;3;09-08-2014;797;2;1594
158;17;3;25-08-2014;999;2;1998
158;7;3;12-03-2012;1000;1;1000
158;14;3;03-08-2013;998;2;1996
158;4;3;28-09-2014;1001;1;1001
159;2;3;05-07-2013;995;2;1990
159;18;3;05-04-2012;1002;2;2004
159;17;3;25-03-2013;997;1;997
159;18;3;04-08-2013;997;2;1994
159;2;3;13-08-2014;1001;3;3003
159;27;3;29-09-2012;999;1;999
159;6;3;30-04-2012;999;3;2997
159;6;3;09-03-2013;1000;3;3000
159;16;3;28-01-2013;996;3;2988
159;26;3;01-05-2012;998;3;2994
159;32;3;17-12-2012;996;3;2988
160;24;3;23-03-2014;1100;3;3300
160;27;3;03-01-2013;1101;1;1101
160;28;3;03-08-2013;1099;2;2198
160;25;3;25-12-2013;1095;1;1095
160;6;3;01-01-1980;1098;2;2196
161;31;3;05-06-2012;847;2;1694
161;13;3;19-08-2013;845;2;1690
161;18;3;02-09-2014;848;2;1696
161;17;3;23-02-2013;852;2;1704
161;1;3;23-03-2013;852;4;3408
161;26;3;22-12-2012;850;2;1700
161;19;3;30-12-2012;846;4;3384
161;26;3;18-03-2014;847;2;1694
161;25;3;05-04-2013;851;1;851
161;2;3;17-09-2013;852;3;2556
161;21;3;14-04-2012;845;1;845
162;23;3;26-11-2013;1395;1;1395
162;3;3;16-04-2013;1398;1;1398
162;19;3;31-12-2012;1399;3;4197
162;16;3;10-08-2013;1400;1;1400
162;31;3;04-04-2013;1396;1;1396
162;13;3;23-07-2013;1401;3;4203
162;31;3;13-06-2012;1398;3;4194
163;5;3;27-03-2012;799;3;2397
163;11;3;10-09-2013;795;3;2385
163;23;3;28-12-2014;798;4;3192
163;14;3;09-09-2013;795;2;1590
163;17;3;02-07-2014;799;4;3196
164;16;3;30-08-2014;499;4;1996
164;21;3;03-09-2013;495;2;990
164;21;3;20-11-2012;498;2;996
164;19;3;13-05-2014;501;1;501
164;30;3;12-01-2013;496;3;1488
164;7;3;12-11-2012;499;2;998
164;26;3;16-08-2014;497;2;994
165;17;3;02-12-2013;501;4;2004
165;33;3;27-01-2012;495;4;1980
165;32;3;20-10-2013;495;4;1980
165;3;3;26-09-2012;499;2;998
165;22;3;23-12-2013;498;1;498
165;18;3;21-09-2013;499;2;998
166;13;3;16-12-2012;498;4;1992
166;18;3;17-04-2012;502;4;2008
166;24;3;05-04-2012;496;3;1488
166;24;3;26-08-2013;496;1;496
166;2;3;05-11-2012;498;2;996
166;31;3;17-03-2012;502;1;502
166;28;3;15-11-2012;497;2;994
166;15;3;23-08-2012;496;1;496
166;24;3;17-03-2012;498;1;498
166;16;3;21-10-2013;495;4;1980
166;14;3;27-01-2012;495;4;1980
166;16;3;11-09-2012;498;2;996
167;18;3;20-08-2013;297;3;891
167;3;3;17-10-2013;302;3;906
167;19;3;10-08-2012;301;2;602
167;26;3;06-01-2014;299;1;299
167;29;3;24-08-2013;295;3;885
167;15;3;02-01-2013;297;4;1188
167;4;3;23-10-2013;300;4;1200
168;20;3;19-12-2014;302;3;906
168;10;3;13-12-2012;295;2;590
168;11;3;28-12-2014;296;1;296
168;31;3;01-08-2012;296;3;888
168;29;3;24-03-2012;296;3;888
168;6;3;01-09-2013;295;4;1180
168;29;3;05-04-2014;296;3;888
168;30;3;26-09-2012;300;3;900
169;17;3;12-10-2013;1301;4;5204
169;22;3;01-01-1980;1301;2;2602
169;19;3;04-02-2012;1297;3;3891
169;20;3;19-09-2013;1299;4;5196
169;6;3;05-10-2013;1295;1;1295
169;14;3;28-11-2014;1299;3;3897
169;5;3;22-08-2014;1296;3;3888
170;27;3;10-02-2014;1895;2;3790
170;32;3;16-08-2013;1900;4;7600
170;7;3;02-05-2012;1896;3;5688
170;23;3;21-02-2012;1898;1;1898
170;12;3;09-01-2014;1900;2;3800
170;32;3;20-11-2014;1897;1;1897
170;25;3;12-04-2014;1899;4;7596
170;14;3;31-12-2013;1897;1;1897
170;14;3;01-10-2014;1900;3;5700
171;19;3;12-10-2014;1901;3;5703
171;15;3;25-09-2014;1898;4;7592
171;24;3;22-04-2014;1897;2;3794
171;32;3;16-09-2012;1896;4;7584
171;6;3;15-04-2014;1895;3;5685
171;1;3;04-12-2013;1898;1;1898
171;30;3;16-06-2013;1901;2;3802
171;24;3;04-09-2014;1898;3;5694
171;32;3;01-01-1980;1896;3;5688
171;23;3;29-05-2014;1902;1;1902
171;13;3;28-10-2012;1901;4;7604
171;30;3;16-09-2013;1895;1;1895
172;11;3;26-04-2012;1902;2;3804
172;33;3;03-08-2013;1902;1;1902
172;23;3;02-04-2012;1898;2;3796
;20;;31-12-2013;2498;4;9992
;26;;20-12-2013;2497;4;9988
;4;;13-09-2014;2496;4;9984
173;27;3;07-11-2013;1198;1;1198
173;5;3;08-07-2013;1195;1;1195
173;22;3;14-02-2013;1201;4;4804
173;32;3;11-08-2014;1198;3;3594
173;18;3;05-03-2012;1199;3;3597
173;12;3;29-05-2013;1199;4;4796
173;27;3;19-04-2013;1195;4;4780
173;14;3;05-09-2012;1200;3;3600
173;3;3;11-04-2012;1202;1;1202
173;27;3;23-07-2014;1202;3;3606
173;17;3;04-10-2013;1198;2;2396
174;2;3;11-07-2014;1202;3;3606
174;23;3;02-12-2014;1195;2;2390
174;18;3;26-09-2012;1201;3;3603
174;19;3;12-06-2012;1195;1;1195
174;30;3;21-08-2012;1202;1;1202
174;29;3;06-03-2013;1197;4;4788
174;6;3;04-02-2014;1197;2;2394
174;2;3;19-03-2012;1200;3;3600
174;15;3;15-04-2012;1199;1;1199
175;7;3;28-04-2012;1799;38;68362
175;2;3;21-11-2012;1795;49;87955
175;23;3;05-02-2013;1801;31;55831
175;1;3;26-04-2013;1800;54;97200
175;16;3;22-09-2012;1795;21;37695
175;26;3;11-03-2012;1796;7;12572
175;10;3;28-06-2012;1802;27;48654
176;24;3;09-09-2012;1796;3;5388
176;4;3;11-04-2014;1801;4;7204
176;28;3;19-02-2012;1800;1;1800
176;7;3;17-08-2014;1798;4;7192
176;28;3;12-03-2012;1797;3;5391
176;23;3;29-10-2014;1795;2;3590
176;20;3;18-06-2013;1797;1;1797
176;13;3;28-11-2012;1801;3;5403
176;21;3;12-05-2014;1796;2;3592
176;5;3;01-12-2012;1799;3;5397
176;12;3;01-11-2012;1799;3;5397
176;6;3;27-05-2013;1798;1;1798
177;29;3;28-03-2012;500;1;500
177;6;3;19-10-2012;502;1;502
177;11;3;18-12-2013;501;2;1002
177;26;3;27-07-2014;500;2;1000
177;3;3;21-11-2012;499;3;1497
177;23;3;02-09-2012;501;2;1002
177;3;3;07-02-2012;496;1;496
178;3;3;25-04-2012;301;2;602
178;8;3;04-09-2013;296;1;296
178;10;3;31-08-2012;296;1;296
178;30;3;01-01-1980;300;2;600
178;19;3;24-07-2013;300;4;1200
178;15;3;24-02-2012;302;3;906
179;21;3;13-03-2014;295;2;590
179;6;3;29-12-2014;299;4;1196
179;21;3;04-07-2013;301;2;602
179;11;3;22-07-2014;295;4;1180
179;32;3;20-05-2014;298;3;894
179;21;3;02-05-2012;302;3;906
179;6;3;24-02-2013;297;4;1188
179;19;3;13-03-2012;300;1;300
179;21;3;06-03-2014;299;4;1196
179;6;3;26-09-2014;297;3;891
179;22;3;29-05-2014;302;2;604
179;12;3;08-02-2014;301;1;301
180;28;3;25-01-2012;1196;2;2392
180;9;3;01-05-2014;1198;2;2396
180;24;3;30-11-2012;1197;1;1197
180;25;3;15-06-2013;1201;1;1201
180;23;3;07-02-2013;1200;4;4800
180;22;3;03-03-2013;1198;2;2396
181;9;3;02-04-2013;1349;3;4047
181;27;3;27-01-2013;1350;2;2700
182;27;3;21-02-2013;1502;1;1502
182;29;3;08-10-2013;1500;1;1500
182;9;3;14-05-2013;1498;4;5992
182;19;3;28-12-2013;1495;2;2990
182;20;3;29-11-2012;1497;1;1497
182;19;3;21-04-2014;1502;1;1502
